title_japanese,type,source,episodes,duration,rating,studio,num_related,hentai/romance,sports,youth,adventure/psychological,drama,fantasy/sci-fi,comedy,military,misc,Unknown,class
ジャルジオ・アニマール,TV,Unknown,10,1-20,PG - Children,other,0,False,False,False,True,False,False,True,False,False,False,Bad
夏服の少女たち,Special,Unknown,1,31-59,PG-13 - Teens 13 or older,Madhouse,0,False,False,False,False,True,False,False,False,True,False,Bad
BanG Dream！ 遊んじゃった！,Special,Manga,1,21-30,PG-13 - Teens 13 or older,other,1,False,False,True,False,False,False,False,False,True,False,OK
ファイアーエムブレム,OVA,Game,2,21-30,PG-13 - Teens 13 or older,other,1,False,False,True,True,False,True,False,False,False,False,Questionable
はやぶさ HAYABUSA - BACK TO THE EARTH - 帰還,Movie,Unknown,1,31-59,None,other,1,False,False,False,False,False,False,False,False,True,False,Bad
ドキドキ学園　決戦！！妖奇大魔城,OVA,Unknown,1,1-20,G - All Ages,other,0,False,False,True,False,False,True,False,False,False,False,Bad
アップルシード,Movie,Manga,1,60+,R - 17+ (violence & profanity),other,2,False,False,True,False,True,True,False,True,False,False,Really good
홍길동 장군,Movie,Unknown,1,60+,G - All Ages,other,1,False,False,False,True,False,True,False,False,True,False,Bad
SHOW BY ROCK!! しょ～と!!,TV,Game,12,1-20,PG-13 - Teens 13 or older,other,1,False,False,False,False,False,False,True,False,True,False,OK
ぼのぼの,TV,4-koma manga,0,1-20,G - All Ages,other,3,False,False,False,False,False,False,True,False,False,False,Questionable
カロとピヨブプト-あめのひ,Movie,Unknown,1,1-20,G - All Ages,other,1,False,False,False,False,False,True,False,False,False,False,Bad
アレクサンダー戦記 劇場版,Movie,Unknown,1,60+,R - 17+ (violence & profanity),Madhouse,1,False,False,True,True,False,True,False,True,True,False,Questionable
どんぐり森へ,OVA,Unknown,1,1-20,PG - Children,Toei Animation,0,False,False,True,False,False,True,False,False,False,False,Bad
デジモンセイバーズ3D デジタルワールド危機イッパツ！,Movie,Original,1,1-20,PG - Children,Toei Animation,1,False,False,True,True,False,True,False,False,False,False,Questionable
POKER,Music,Unknown,1,1-20,G - All Ages,other,1,False,False,False,False,False,False,False,False,True,False,Bad
ちっちゃな雪使いシュガー特別編,Special,Original,2,21-30,G - All Ages,J.C.Staff,1,False,False,True,False,False,True,True,False,False,False,OK
愛の若草山物語,TV,Manga,12,1-20,G - All Ages,other,0,False,False,False,False,False,False,True,False,False,False,Questionable
けろけろけろっぴのびっくり! おばけやしき,OVA,Unknown,1,21-30,G - All Ages,other,0,False,False,True,False,False,True,False,False,False,False,Bad
映画 ドラえもん 新・のび太の大魔境～ペコと5人の探検隊～,Movie,Unknown,1,60+,PG - Children,other,2,False,False,True,True,False,True,True,False,False,False,OK
きつね憑き,Movie,Original,1,1-20,G - All Ages,other,0,False,False,True,False,True,False,False,False,False,False,Bad
リカちゃんの日曜日,OVA,Unknown,1,21-30,G - All Ages,other,1,False,False,False,True,False,False,False,False,False,False,Bad
屍姫 玄 それでも、人として,Special,Manga,1,21-30,R - 17+ (violence & profanity),other,1,False,False,True,True,True,True,False,False,False,False,OK
Lilt,ONA,Original,1,less than a minute,G - All Ages,other,0,False,False,False,False,False,False,False,False,True,False,Bad
零花～rayca,OVA,Unknown,1,1-20,None,other,0,False,False,False,False,False,True,False,False,False,False,Bad
秘密結社鷹の爪.jp 番外編,Special,Unknown,2,1-20,PG-13 - Teens 13 or older,other,1,False,False,False,False,False,False,True,False,False,False,Bad
モモタロスのなつやすみ,Movie,Unknown,1,1-20,G - All Ages,other,1,False,False,True,False,False,False,True,False,False,False,Bad
ポロンギター,Movie,Unknown,1,21-30,G - All Ages,other,0,False,False,True,False,False,False,False,False,False,False,Bad
まんがどうして物語,OVA,Unknown,2,60+,G - All Ages,other,1,False,False,True,True,False,False,True,False,False,False,Bad
快盗天使ツインエンジェル 〜キュンキュン☆ときめきパラダイス!!〜,TV,Game,12,21-30,PG-13 - Teens 13 or older,J.C.Staff,3,False,False,False,False,False,True,False,False,False,False,Questionable
土方歳三　白の軌跡,OVA,Unknown,1,31-59,PG-13 - Teens 13 or older,other,0,False,False,True,False,True,False,False,False,True,False,Questionable
ダーティペア,TV,Light novel,24,21-30,PG-13 - Teens 13 or older,Sunrise,4,False,False,False,True,False,True,True,True,False,False,OK
纳米核心,ONA,Original,10,21-30,PG-13 - Teens 13 or older,other,2,False,False,False,False,False,True,False,False,False,False,Bad
愛と死,Special,Original,1,1-20,G - All Ages,other,0,False,False,True,False,False,False,False,False,False,False,Bad
パンドラハーツ,Special,Manga,9,1-20,PG-13 - Teens 13 or older,other,1,False,False,False,False,False,False,True,False,False,False,Really good
ラ/ラジオノイズ＊プラネット,OVA,Original,1,1-20,PG-13 - Teens 13 or older,other,0,False,False,False,True,False,True,False,False,False,False,Bad
シンドバッド,Movie,Original,1,60+,G - All Ages,Nippon Animation,1,False,False,False,True,False,False,False,False,False,False,Questionable
择天记,ONA,Novel,13,1-20,PG-13 - Teens 13 or older,other,1,False,False,True,True,False,True,False,False,False,False,Questionable
バカとテストと召喚獣 ～祭～ 選択肢以降のみ,Special,Unknown,6,1-20,PG-13 - Teens 13 or older,other,1,False,False,True,False,False,False,True,False,False,False,OK
けろけろけろっぴのがんばれ! けろっぴーず,OVA,Unknown,1,21-30,G - All Ages,other,0,False,True,True,False,False,True,False,False,False,False,Bad
もののけ姫,Movie,Original,1,60+,PG-13 - Teens 13 or older,other,0,False,False,True,True,False,True,False,False,False,False,Really good
電脳コイル,Special,Unknown,2,21-30,G - All Ages,Madhouse,1,False,False,False,True,True,True,True,False,False,False,Questionable
侍ジャイアンツ,TV,Unknown,46,21-30,PG-13 - Teens 13 or older,other,0,False,True,False,False,False,False,False,False,False,False,Questionable
マッツとヤンマとモブリさん2 ―水軍お宝と謎解きの島々―,ONA,Unknown,1,1-20,G - All Ages,other,1,False,False,False,False,False,True,False,False,False,False,Bad
天使になるもんっ！,TV,Original,26,21-30,PG-13 - Teens 13 or older,Studio Pierrot,1,True,False,False,False,False,True,True,False,False,False,OK
ストロベリー・パニック,TV,Other,26,21-30,PG-13 - Teens 13 or older,other,1,True,False,True,False,True,False,False,False,False,False,Really good
ヴァンキッシュド・クイーンズ,Special,Other,4,1-20,R+ - Mild Nudity,other,1,True,False,False,False,False,False,False,False,False,False,Questionable
Stone,Movie,Original,1,1-20,G - All Ages,other,0,False,False,False,True,False,False,False,False,False,False,Bad
薄桜鬼 黎明録,TV,Visual novel,12,21-30,R - 17+ (violence & profanity),Studio Deen,2,True,False,True,False,True,True,False,False,True,False,Really good
ハローキティのサンタさんが二人いた,OVA,Unknown,1,1-20,G - All Ages,other,0,False,False,False,False,False,True,False,False,True,False,Bad
熊出没之丛林总动员,TV,Original,104,1-20,PG - Children,other,3,False,False,True,False,False,False,True,False,False,False,Bad
映画 クレヨンしんちゃん　嵐を呼ぶ！夕陽のカスカベボーイズ,Movie,Manga,1,60+,G - All Ages,other,3,False,False,True,True,False,True,True,False,True,False,OK
ラムネ,TV,Visual novel,12,21-30,PG-13 - Teens 13 or older,other,0,True,False,True,False,True,False,False,False,False,False,OK
夢で逢えたら,TV,Manga,16,1-20,R+ - Mild Nudity,J.C.Staff,2,True,False,True,False,True,False,True,False,False,False,Questionable
コンビニカレシ,TV,Original,12,21-30,PG-13 - Teens 13 or older,Studio Pierrot,0,True,False,True,False,False,False,False,False,False,False,OK
楽園追放 -Expelled from Paradise-,Movie,Original,1,60+,R+ - Mild Nudity,other,1,False,False,True,False,False,True,False,True,False,False,Really good
エル・カザド,TV,Original,26,21-30,PG-13 - Teens 13 or older,other,1,False,False,False,True,True,False,False,False,False,False,Really good
怪物王女,Special,Unknown,3,1-20,R - 17+ (violence & profanity),other,1,False,False,True,True,True,True,True,False,False,False,Questionable
リトルバスターズ！～Refrain～,TV,Visual novel,13,21-30,PG-13 - Teens 13 or older,J.C.Staff,3,True,False,True,False,True,True,True,False,False,False,Really good
紙兎ロぺ＆鷹の爪コラボ　映像編,ONA,Original,1,1-20,G - All Ages,other,1,False,False,False,False,False,False,True,False,False,False,Bad
蒼き流星SPTレイズナー,OVA,Unknown,3,31-59,PG-13 - Teens 13 or older,Sunrise,1,False,False,True,False,False,True,False,True,False,False,Questionable
メタルファイト ベイブレード ZEROG,Special,Manga,7,21-30,PG-13 - Teens 13 or older,other,1,False,True,False,True,False,False,False,False,False,False,Questionable
長門有希ちゃんの消失 第17話「終われない夏休み」,OVA,Manga,1,21-30,PG-13 - Teens 13 or older,other,2,False,False,True,False,False,False,True,False,False,False,OK
ガンツ,TV,Manga,13,21-30,R+ - Mild Nudity,other,3,True,False,True,True,True,True,False,False,False,False,Really good
究極超人あ～る,OVA,Unknown,1,60+,PG-13 - Teens 13 or older,other,1,False,False,False,False,False,True,True,False,False,False,Questionable
吉永さん家のガーゴイル,TV,Unknown,13,21-30,PG - Children,other,2,False,False,True,False,False,True,True,False,False,False,OK
BUZZER BEATER 第2期,TV,Web manga,13,21-30,PG-13 - Teens 13 or older,TMS Entertainment,1,False,True,True,False,False,True,False,False,False,False,OK
ガン×ソードさん,Special,Unknown,13,1-20,G - All Ages,other,1,False,False,True,True,False,False,True,False,False,False,Questionable
妖逆門,TV,Manga,51,21-30,PG - Children,other,1,False,False,True,False,False,True,False,False,False,False,Questionable
エイトマン,TV,Manga,56,21-30,PG-13 - Teens 13 or older,Nippon Animation,2,False,False,True,False,True,True,False,True,False,False,Bad
ダーティペアFLASH 2,OVA,Light novel,5,21-30,PG-13 - Teens 13 or older,Sunrise,2,False,False,True,True,False,True,True,True,False,False,Questionable
森の伝説 第二楽章,Movie,Original,1,1-20,G - All Ages,other,1,False,False,False,False,False,True,False,False,False,False,Bad
ぜんまいじかけのトリュフ,ONA,Original,2,1-20,G - All Ages,other,0,False,False,False,False,False,True,False,False,False,False,Bad
タイムボカンシリーズ　ゼンダマン,TV,Unknown,52,21-30,PG-13 - Teens 13 or older,other,1,False,False,True,True,False,True,True,True,False,False,Bad
シンドバッド 魔法のランプと動く島,Movie,Original,1,31-59,G - All Ages,Nippon Animation,2,False,False,False,True,False,False,False,False,False,False,Questionable
どーもくん,TV,Original,37,less than a minute,G - All Ages,other,1,False,False,True,False,False,False,True,False,False,False,Questionable
planetarian～星の人～,Movie,Visual novel,1,60+,PG-13 - Teens 13 or older,other,2,False,False,False,False,True,True,False,False,False,False,Really good
低俗霊DAYDREAM,OVA,Manga,4,21-30,R+ - Mild Nudity,other,1,True,False,False,False,True,True,True,False,False,False,Questionable
コメット・ルシファー,TV,Original,12,21-30,PG-13 - Teens 13 or older,other,1,False,False,True,True,False,True,False,True,False,False,OK
ポケットモンスター 幻のポケモンルギア爆誕,Movie,Game,1,60+,PG - Children,other,3,False,False,True,True,True,True,True,False,False,False,Really good
ドラゴンボールZ 危険なふたり! 超戦士はねむれない,Movie,Manga,1,31-59,PG-13 - Teens 13 or older,Toei Animation,3,False,True,True,True,False,True,True,False,False,False,Really good
世界の闇図鑑,TV,Original,13,1-20,PG - Children,other,0,False,False,False,False,True,True,False,False,False,False,Questionable
汐留ケーブルテレビ,TV,Unknown,22,1-20,PG-13 - Teens 13 or older,other,0,False,False,False,False,False,False,True,False,False,False,Bad
私の中の幻想的世界観及びその顕現を想起させたある現実での出来事に関する一考察,Music,Original,1,1-20,G - All Ages,other,2,False,False,False,False,False,False,False,False,True,False,Bad
フルーツ５姉妹,Music,Original,1,1-20,G - All Ages,other,0,False,False,True,False,False,False,False,False,True,False,Bad
영심이,TV,Unknown,13,21-30,G - All Ages,other,0,False,False,True,False,False,False,True,False,False,False,Bad
ラグナストライクエンジェルズ,TV,Game,12,less than a minute,PG-13 - Teens 13 or older,other,0,False,False,True,False,False,False,False,False,False,False,Questionable
グッドモーニング・コール,OVA,Manga,1,1-20,PG - Children,Production I.G,1,True,False,True,False,True,False,True,False,False,False,Questionable
オオカミハート,Music,Original,2,1-20,G - All Ages,other,1,False,False,False,False,False,False,False,False,True,False,Questionable
minamo,Movie,Unknown,1,1-20,G - All Ages,other,0,False,False,False,False,False,False,False,False,False,True,Bad
ビデオえほん館 世界名作童話,OVA,Unknown,26,21-30,G - All Ages,other,0,False,False,True,True,False,True,True,False,True,False,Bad
ライディング・ビーン,OVA,Manga,1,31-59,R+ - Mild Nudity,other,2,False,False,True,False,False,True,False,True,False,False,OK
れでぃ×ばと!,TV,Light novel,12,21-30,R+ - Mild Nudity,other,3,True,False,True,False,False,False,True,False,False,False,Really good
くまみこ,TV,Manga,12,21-30,PG-13 - Teens 13 or older,other,2,False,False,True,False,False,False,True,False,False,False,OK
ドラゴンクエスト・ダイの大冒険,TV,Manga,46,21-30,G - All Ages,Toei Animation,3,False,True,True,True,False,True,True,False,False,False,Really good
ワンピース めざせ！海賊野球王,Movie,Manga,1,1-20,PG-13 - Teens 13 or older,Toei Animation,2,False,True,True,False,False,True,True,False,False,False,OK
Shoko Nakagawa Prism Tour 2010 (中川翔子 Prism Tour 2010),Special,Unknown,1,1-20,G - All Ages,Sunrise,0,False,False,False,False,False,False,False,False,True,False,Bad
GAMBO,Movie,Original,1,1-20,R - 17+ (violence & profanity),Sunrise,1,False,False,False,False,False,True,False,False,True,False,OK
とらドラ! SOS!,Special,Unknown,4,1-20,PG-13 - Teens 13 or older,J.C.Staff,1,False,False,False,False,False,False,True,False,False,False,OK
増田こうすけ劇場 ギャグマンガ日和3,TV,Manga,12,1-20,PG-13 - Teens 13 or older,Studio Deen,3,False,False,False,False,False,False,True,False,False,False,OK
ケータイ少女,ONA,Visual novel,6,1-20,PG-13 - Teens 13 or older,other,1,True,False,True,False,True,False,True,False,False,False,Questionable
恋するシロクマ,Movie,Manga,0,less than a minute,G - All Ages,other,2,True,False,True,False,False,False,True,False,False,False,OK
Dimension W（ディメンションW） Wの扉 ONLINE,Special,Manga,5,1-20,None,other,2,False,False,True,False,False,True,False,False,False,False,Questionable
神秘の世界エルハザード,OVA,Original,7,31-59,PG-13 - Teens 13 or older,other,3,True,False,False,True,False,True,True,False,False,False,OK
野良スコ「シネマポイントカード」編,Movie,Original,10,1-20,G - All Ages,other,1,False,False,True,False,False,False,True,False,False,False,Bad
美少女戦士セーラームーン メモリアル,OVA,Manga,5,60+,PG-13 - Teens 13 or older,Toei Animation,2,True,False,True,False,False,True,False,False,False,False,OK
恋する天使アンジェリーク ～かがやきの明日～,TV,Game,12,21-30,PG-13 - Teens 13 or older,other,5,True,False,True,False,True,True,False,False,False,False,OK
灼眼のシャナIII –Final–,TV,Light novel,24,21-30,PG-13 - Teens 13 or older,J.C.Staff,3,True,False,True,False,True,True,False,False,False,False,Really good
狐妖小红娘,ONA,Manga,13,1-20,PG-13 - Teens 13 or older,other,2,True,False,False,False,False,True,True,False,True,False,Really good
一寸法師,Movie,Original,1,1-20,G - All Ages,other,0,False,False,False,False,True,False,False,False,False,False,Bad
おこれ!!ノンクロ,Special,Unknown,1,1-20,G - All Ages,other,1,False,False,True,False,False,False,False,False,False,False,Bad
メガゾーン23,OVA,Original,4,60+,R+ - Mild Nudity,other,0,True,False,True,True,False,True,False,True,True,False,OK
マクロスF MUSIC CLIP集 娘クリ,Music,Original,1,31-59,G - All Ages,other,1,False,False,False,False,False,False,False,False,True,False,OK
スミ子の笑顔,Music,Original,1,1-20,G - All Ages,other,1,False,False,True,False,False,False,False,False,True,False,Bad
グラップラー刃牙(バキ) 最大トーナメント編,TV,Manga,24,21-30,R - 17+ (violence & profanity),other,4,False,True,True,False,False,False,False,False,False,False,Really good
アタックNo.1 涙の世界選手権,Movie,Unknown,1,31-59,PG-13 - Teens 13 or older,other,1,False,True,True,False,True,False,False,False,False,False,Bad
ぷるるんっ! しずくちゃんあはっ☆,TV,Manga,51,21-30,None,TMS Entertainment,1,False,False,True,False,False,False,True,False,False,False,Bad
みんなあげちゃう♡,OVA,Unknown,1,31-59,R+ - Mild Nudity,J.C.Staff,1,True,False,False,False,False,False,True,False,False,False,Bad
吸血姫美夕,TV,Manga,26,21-30,R - 17+ (violence & profanity),other,2,False,False,True,False,True,True,False,False,False,False,OK
ハートカクテル,TV,Unknown,77,1-20,PG-13 - Teens 13 or older,other,1,True,False,True,False,False,False,False,False,False,False,Bad
それいけ!アンパンマン アンパンマンとハッピーおたんじょう日,Movie,Unknown,1,21-30,PG - Children,other,1,False,False,True,False,False,True,True,False,False,False,Bad
我是哪吒,Movie,Unknown,1,60+,None,other,1,False,False,True,False,False,True,False,False,False,False,Bad
殺せんせーQ!,Movie,Manga,1,1-20,PG-13 - Teens 13 or older,other,3,False,False,True,False,False,False,True,False,False,False,Really good
小森さんは断れない！,TV,4-koma manga,12,1-20,PG-13 - Teens 13 or older,other,2,False,False,True,False,False,False,True,False,False,False,OK
最強武将伝・三国演義,TV,Novel,52,21-30,PG-13 - Teens 13 or older,other,0,False,False,False,False,False,False,False,False,True,False,Questionable
らんま1/2 スペシャルビデオ バトルがいっぱい29人の懲りないやつら,OVA,Unknown,1,21-30,PG-13 - Teens 13 or older,other,1,False,True,True,False,False,False,True,False,False,False,OK
プラネテス,TV,Manga,26,21-30,PG-13 - Teens 13 or older,Sunrise,2,True,False,True,False,True,True,False,False,False,False,Really good
猫田のことが気になって仕方ない。,ONA,Manga,4,1-20,G - All Ages,other,2,False,False,True,False,False,False,False,False,False,False,Questionable
この男子、石化に悩んでます。,OVA,Original,1,21-30,PG-13 - Teens 13 or older,other,1,True,False,True,False,True,False,False,False,False,False,OK
耳をすませば,Movie,Manga,1,60+,G - All Ages,other,2,True,False,True,False,True,False,False,False,False,False,Really good
거리의 무법자,Movie,Unknown,1,31-59,None,other,1,False,True,True,False,False,False,False,False,False,False,Bad
初恋限定。限定少女,Special,Manga,6,1-20,PG-13 - Teens 13 or older,J.C.Staff,2,True,False,True,False,False,False,True,False,False,False,OK
エスパー魔美,TV,Manga,119,21-30,PG-13 - Teens 13 or older,other,2,True,False,True,False,False,True,True,False,False,False,Questionable
猫の棲む島,Special,Unknown,1,1-20,G - All Ages,other,0,False,False,False,False,True,False,False,False,False,False,Bad
ゾンビ絵本,ONA,Unknown,1,1-20,PG-13 - Teens 13 or older,other,1,False,False,False,False,False,False,True,False,False,False,Bad
ワンピース 麦わら劇場,Special,Manga,5,1-20,PG-13 - Teens 13 or older,Toei Animation,2,False,False,True,True,False,True,False,False,False,False,Really good
シュガーバニーズ フルール,TV,Unknown,26,1-20,PG - Children,other,2,False,False,True,False,False,False,False,False,False,False,Bad
ネクスト戦記エーアガイツ,TV,Original,12,21-30,PG-13 - Teens 13 or older,Studio Deen,0,False,False,True,False,False,True,False,True,False,False,Bad
いちばんうしろの大魔王,Special,Unknown,6,1-20,R+ - Mild Nudity,other,2,True,False,True,False,False,True,True,False,False,False,OK
ニンジャスレイヤー フロムアニメイシヨン,ONA,Novel,26,1-20,R - 17+ (violence & profanity),other,1,False,False,True,False,False,False,False,False,False,False,OK
バトルスピリッツ ソードアイズ激闘伝,TV,Card game,21,21-30,PG - Children,Sunrise,2,False,False,False,True,False,True,False,False,False,False,Questionable
ファイアボール チャーミング,TV,Unknown,13,1-20,G - All Ages,other,1,False,False,False,False,False,True,False,False,False,False,OK
フタコイ オルタナティブ,TV,Original,13,21-30,PG-13 - Teens 13 or older,other,2,True,False,False,False,True,False,True,False,False,False,OK
PERSONA3 THE MOVIE —#1 Spring of Birth—,Movie,Game,1,60+,R - 17+ (violence & profanity),other,4,False,False,True,False,False,True,False,False,False,False,Really good
セイクリッドセブン　銀月の翼,Movie,Unknown,1,60+,PG-13 - Teens 13 or older,Sunrise,2,False,False,True,False,False,True,False,False,False,False,OK
Petting a Dog,ONA,Unknown,1,less than a minute,G - All Ages,other,0,False,False,True,False,False,False,False,False,False,False,Bad
月の珊瑚,Movie,Other,1,1-20,G - All Ages,other,1,False,False,False,False,True,False,False,False,False,False,Questionable
Ys (イース) 天空の神殿 アドル=クリスティンの冒険,OVA,Unknown,4,21-30,PG-13 - Teens 13 or older,other,1,False,False,False,True,True,True,False,False,False,False,OK
スレイヤーズRETURN,Movie,Light novel,1,60+,PG-13 - Teens 13 or older,J.C.Staff,3,False,False,True,True,False,True,True,False,False,False,OK
HOPE～水素社会と、これからのエネルギーのはなし～,ONA,Original,1,1-20,G - All Ages,other,1,False,False,True,False,False,False,False,False,False,False,Bad
センコロール,Movie,Original,1,21-30,PG-13 - Teens 13 or older,other,2,False,False,True,False,False,True,False,False,False,False,Really good
絶対可憐チルドレン,TV,Manga,51,21-30,PG-13 - Teens 13 or older,other,4,False,False,True,False,False,True,True,False,False,False,Really good
妄想科学シリーズ ワンダバスタイル,TV,Unknown,12,21-30,PG-13 - Teens 13 or older,other,0,False,False,False,False,False,True,True,False,False,False,Questionable
atelier petros上空劇場 ～洗濯島の洗濯鳥～,ONA,Original,1,1-20,G - All Ages,other,0,False,False,False,False,False,True,True,False,False,False,Bad
狠西游,ONA,Web manga,20,1-20,PG-13 - Teens 13 or older,other,0,False,False,True,False,False,True,False,False,False,False,Bad
装甲騎兵ボトムズ VOL.II HIGHLITS OF THE A.T.VOTOMS,OVA,Unknown,1,31-59,PG - Children,Sunrise,1,False,False,True,False,True,True,False,True,False,False,Bad
野良スコ,Special,Original,6,1-20,G - All Ages,other,1,False,False,True,False,False,False,True,False,False,False,Bad
Lostorage incited WIXOSS,TV,Card game,12,21-30,R - 17+ (violence & profanity),J.C.Staff,2,False,False,False,True,False,True,False,False,False,False,OK
トップをねらえ！ GunBuster,Special,Original,3,1-20,PG-13 - Teens 13 or older,other,1,False,False,False,False,False,True,False,True,False,False,Questionable
哪吒鬧海,Movie,Novel,1,60+,G - All Ages,other,1,False,False,True,False,False,False,False,False,False,False,Bad
たんさくえすと！,ONA,Game,1,1-20,PG-13 - Teens 13 or older,other,0,False,False,True,False,False,True,False,False,False,False,Bad
マンガ人物史,TV,Unknown,365,1-20,G - All Ages,other,0,False,False,False,False,False,False,False,False,True,False,Bad
極黒のブリュンヒルデ,Special,Manga,1,1-20,R+ - Mild Nudity,other,2,True,False,True,False,False,True,True,False,False,False,OK
キン肉マンII世,TV,Manga,51,21-30,PG-13 - Teens 13 or older,Toei Animation,5,False,True,True,False,False,True,True,False,False,False,OK
ヤッターマン×トウシバ,Special,Unknown,1,less than a minute,G - All Ages,other,1,False,False,False,False,False,False,True,False,False,False,Bad
グスコーブドリの伝記,Movie,Novel,1,60+,G - All Ages,other,1,False,False,True,False,True,True,False,False,False,False,Questionable
GO! GO! 575 「めいっぱいに、はじけてる？」,Special,Game,1,1-20,PG-13 - Teens 13 or older,other,1,False,False,True,False,False,False,False,False,False,False,Questionable
トランスフォーマー・ザ・ヘッドマスターズ,TV,Unknown,35,21-30,PG - Children,Toei Animation,3,False,False,True,True,False,True,False,True,False,False,Questionable
動物大野球戦,Movie,Original,1,1-20,G - All Ages,other,0,False,True,False,False,False,False,False,False,False,False,Bad
キョロちゃんの交通安全,OVA,Other,1,1-20,G - All Ages,other,2,False,False,True,False,False,False,False,False,False,False,Bad
スティッチ! パーフェクト・メモリー,Special,Unknown,1,31-59,G - All Ages,other,1,False,False,True,True,False,True,True,False,False,False,Bad
リリとカエルと(弟),Special,Original,1,21-30,PG - Children,Toei Animation,0,False,False,False,True,False,True,True,False,False,False,Questionable
映画 クレヨンしんちゃん　嵐を呼ぶジャングル,Movie,Manga,1,60+,G - All Ages,other,3,False,False,True,True,False,False,True,False,False,False,OK
しましまとらのしまじろう,TV,Original,726,21-30,G - All Ages,other,1,False,False,True,True,False,True,True,False,False,False,Bad
B-PROJECT～鼓動＊アンビシャス～,TV,Music,12,21-30,PG-13 - Teens 13 or older,other,2,False,False,True,False,False,False,False,False,True,False,OK
カーニバル・ファンタズム ひびちかスペシャル,Special,Unknown,1,21-30,PG-13 - Teens 13 or older,other,1,False,False,False,False,False,True,True,False,False,False,Really good
爆裂天使 -Infinity-,Special,Original,1,1-20,PG-13 - Teens 13 or older,other,1,False,False,True,False,False,True,False,True,False,False,OK
禁断の黙示録 クリスタルトライアングル,OVA,Original,1,60+,PG-13 - Teens 13 or older,other,0,False,False,False,True,False,True,False,True,False,False,Bad
ルパン三世,TV,Original,24,21-30,PG-13 - Teens 13 or older,other,4,False,False,True,True,False,False,True,False,False,False,Really good
ダーティペア ラブリーエンジェルより愛をこめて,OVA,Light novel,2,21-30,PG-13 - Teens 13 or older,Sunrise,2,False,False,True,True,False,True,True,True,False,False,OK
妖狐×僕SS,Special,Manga,1,21-30,PG-13 - Teens 13 or older,other,1,False,False,True,False,False,True,True,False,False,False,Really good
魔法先生ネギま！～白き翼 ALA ALBA～,OVA,Manga,3,21-30,PG-13 - Teens 13 or older,other,3,True,False,True,True,False,True,True,False,False,False,Really good
ルパン三世『アルカトラズコネクション』,Special,Manga,1,60+,PG-13 - Teens 13 or older,TMS Entertainment,1,False,False,True,True,False,False,True,False,False,False,OK
ARIA The OVA ~ARIETTA~ (アリア ジ オーブイエー ~アリエッタ~),OVA,Manga,1,21-30,G - All Ages,other,2,False,False,True,False,False,True,False,False,False,False,Really good
怪盗ジョーカー,TV,Manga,13,21-30,PG - Children,other,3,False,False,True,True,False,False,True,False,False,False,OK
グリーングリーン,TV,Visual novel,12,21-30,R+ - Mild Nudity,other,4,True,False,True,False,False,False,True,False,False,False,OK
ミニ戦国BASARA　長曾我部君と毛利君,Special,Unknown,7,1-20,PG-13 - Teens 13 or older,Production I.G,2,False,False,False,False,False,False,True,False,True,False,OK
ゴーストスイーパーGS美神,TV,Manga,45,21-30,PG-13 - Teens 13 or older,Toei Animation,2,False,False,False,False,False,True,True,False,False,False,OK
帰宅部活動記録,TV,Manga,12,21-30,PG-13 - Teens 13 or older,other,2,False,False,True,False,False,False,True,False,False,False,OK
アイドルマスター ライブフォーユー!,OVA,Game,1,1-20,PG-13 - Teens 13 or older,other,1,False,False,False,False,True,False,True,False,True,False,Questionable
ふたりはプリキュア,TV,Original,49,21-30,G - All Ages,Toei Animation,5,False,False,True,False,False,True,True,False,False,False,OK
世紀末★ダーリン,OVA,Manga,1,21-30,PG-13 - Teens 13 or older,other,1,True,False,True,False,True,False,True,False,False,False,Questionable
闇の司法官ジャッジ,OVA,Manga,1,31-59,R - 17+ (violence & profanity),other,1,False,False,True,False,True,True,False,False,False,False,Bad
王室教師ハイネ,TV,Manga,12,21-30,PG-13 - Teens 13 or older,other,1,False,False,True,False,False,False,True,False,True,False,Really good
Humanoid Girl,Music,Music,1,1-20,G - All Ages,other,0,False,False,False,False,False,False,False,False,True,False,Bad
황금날개 1.2.3.,Movie,Unknown,1,60+,G - All Ages,other,1,False,False,True,False,False,True,False,True,False,False,Bad
Yes! プリキュア5 GoGo!,TV,Original,48,21-30,G - All Ages,Toei Animation,5,False,False,True,False,False,True,False,False,False,False,OK
みにヴぁん,TV,4-koma manga,26,1-20,PG-13 - Teens 13 or older,other,3,False,False,True,False,False,True,True,False,False,False,Bad
アスラクライン 2,TV,Light novel,13,21-30,PG-13 - Teens 13 or older,other,2,False,False,True,False,False,True,False,True,False,False,Really good
はぴねす! 渡良瀬準の華麗なる一日,OVA,Visual novel,1,21-30,PG-13 - Teens 13 or older,other,1,False,False,False,False,False,True,True,False,False,False,OK
火魅子伝,TV,Game,12,21-30,PG-13 - Teens 13 or older,other,1,False,False,False,True,True,True,False,False,False,False,Questionable
ビューティフル ジョー,TV,Game,51,1-20,PG-13 - Teens 13 or older,other,0,False,False,True,False,False,True,True,False,False,False,OK
ピューと吹く! ジャガー リターン・オブ・約1年ぶり,OVA,Unknown,3,31-59,PG - Children,other,1,False,False,True,False,False,False,True,False,True,False,Bad
ウサビッチZERO,TV,Original,13,1-20,PG-13 - Teens 13 or older,other,1,False,False,False,False,False,False,True,False,False,False,Questionable
